label,message
ham,"I'll be out of office tomorrow."
spam,"Get a free sample of our new fragrance! Order: fragrance-samples.biz/order"
ham,"Did you find your reading glasses?"
spam,"Congratulations! You've won a shopping spree worth $9,000! Redeem: shopping-frenzy-2.com/redeem"
ham,"I'm going to watch a movie tonight."
spam,"Limited time sale on all outdoor equipment! Shop now: outdoor-deals.net/sale"
ham,"Can you help me set up my new printer?"
spam,"Your gas bill is due. Pay now to avoid late fees: paymygas.com/billpay"
ham,"I just renewed my car insurance."
spam,"You have a pending notification from a new comment! View: new-comment.org/view"
ham,"The new library is amazing."
spam,"Win incredible prizes! Play our trivia games: onlinetrivia.xyz/play"
ham,"I'll bring the dessert to the family dinner."
spam,"Urgent: Your account is restricted. Restore access here: account-restrict.info/unlock"
ham,"What's the population of China?"
spam,"Get your free credit monitoring today! No hidden fees. Visit: creditmonitoring.com/get"
ham,"I had a dream about exploring a new city."
spam,"You are pre-qualified for a renovation loan up to $40,000! Apply: renovationloans.net/apply"
ham,"Don't forget to turn off the stove."
spam,"Your exclusive reward awaits! Click to claim your special bonus: exclusive-bonus.com/claim"
ham,"Can we grab a drink after work?"
spam,"Congratulations! You've been approved for a new car loan! Activate: carloan-activate.com/activate"
ham,"The traffic was really bad today."
spam,"Exclusive offer for you! Get a free legal consultation: legal-consult.org/free"
ham,"I'm so excited for the upcoming festival!"
spam,"Your device is unprotected! Renew your endpoint security subscription: endpointsecurity-renew.net/renew"
ham,"Did you finish organizing the files?"
spam,"Win a brand new drone! Enter our raffle: drone-raffle.xyz/enter"
ham,"I'll send you the login details."
spam,"Urgent action required: Your account is under review. Resolve: account-review.info/resolve"
ham,"What's your favorite holiday?"
spam,"Limited time deal! Get five for four on all our services: fivebuyfour.com/deals"
ham,"I'm going camping this weekend."
spam,"You've been chosen for a special medical assistance fund! Claim: medical-fund.org/claim"
ham,"The play was really impressive."
spam,"Your package has been rerouted. Reschedule here: reroute-delivery.co/reschedule"
ham,"I need to buy some new curtains for the kitchen."
spam,"Congratulations, you've won a free massage! Redeem: freemassage.biz/redeem"
ham,"Can you remind me about the dentist appointment next week?"
spam,"Act now! Limited supply of rare items. Shop: rare-items.net/shop"
ham,"Just finished painting the bedroom."
spam,"Your profile has been viewed by hundreds of potential dates! Meet them: potential-dates.xyz/profile"
ham,"Did you see the latest news headlines?"
spam,"Claim your FREE hotel voucher of $3,000! Limited offer. Visit: hotelvoucher.com/claim"
ham,"I'll be busy all afternoon tomorrow."
spam,"Urgent security notice: Your password has been changed. Review: password-change.info/alert"
ham,"What time does the post office close?"
spam,"Get a free quote for renters insurance today! Visit: rentersinsurance.org/quote"
ham,"I'm going to plant some vegetables this afternoon."
spam,"Massive clothing sale! Up to 70% off. Shop: clothing-mania.net/sale"
ham,"The cat needs a new bed."
spam,"Congratulations! You've been pre-approved for a home renovation loan! Learn more: homereno-loan.com/apply"
ham,"Is there anything else you need from the store?"
spam,"Your membership is about to expire. Renew now to continue enjoying benefits: continue-benefits.com/renew"
ham,"Just finished my run, feeling energized!"
spam,"Limited supply: Get your hands on the latest drone camera! Order: dronecamera-deals.net/order"
ham,"Can we reschedule our coffee to Friday?"
spam,"You have a pending refund of $1,500. Claim it here: refund-portal-4.org/claim"
ham,"I saw a really old castle today."
spam,"Warning: Your computer is infected with a trojan. Clean now: trojan-cleaner.info/clean"
ham,"I'll pick up the kids from practice."
spam,"Unlock exclusive content! Your trial period expires soon. Renew: trial-renew.com/renew"
ham,"Happy Birthday, hope you have a great one!"
spam,"Don't miss out on this amazing opportunity to save money on your gadgets! Learn more: saveongadgets.biz/info"
ham,"Could you close the door, please?"
spam,"Get free samples of our new pet care products! Limited stock. Order: petcare-samples.net/order"
ham,"I'm going to the mall this evening."
spam,"Your online account has been permanently locked. Appeal now: account-appeal.org/appeal"
ham,"What time is the school play?"
spam,"Receive $50,000 for becoming a brand ambassador! Start now: brand-ambassador.com/apply"
ham,"Just wanted to see how you were doing."
spam,"Congratulations! You've won a special prize from our monthly raffle! Claim: monthlyraffle.co/redeem"
ham,"The new art gallery is fantastic."
spam,"Urgent notification: Your iCloud backup is full. Upgrade now: icloud-backup-upgrade.net/storage"
ham,"I need to replace my broken laptop screen."
spam,"Limited time offer! Get a brand new luxury car for just $10,000. Order yours: luxurycar-deals.shop/deals"
ham,"Let's plan a road trip for next summer."
spam,"You have a new message from a mysterious sender! View: mysterious-sender.xyz/view"
ham,"Did you enjoy your trip to South America?"
spam,"Your last chance to claim your prize money of $600,000! Reply NOW to 3322."
ham,"I'll be making stir-fry for dinner tonight."
spam,"Free gift for you! Click to collect your special surprise: special-surprise.com/collect"
ham,"Can you give me a ride to the gym?"
spam,"Your Yahoo account has been compromised. Change password: yahoo-security.info/change"
ham,"I finished the book, it was a real page-turner."
spam,"Get instant approval for a home improvement loan! No credit check: homeimprovementloan.net/apply"
ham,"The new bakery has delicious bread."
spam,"Your credit score is critically low! Fix it now: credit-recovery.org/improve"
ham,"I'm sending you the updated proposal now."
spam,"Exclusive VIP membership! Join for premium seating and benefits: premium-seating.com/join"
ham,"What's your favorite type of coffee?"
spam,"You've been selected to test our new website! Get it free: website-tester.xyz/apply"
ham,"I had a really productive morning."
spam,"WARNING: Your identity is at risk. Protect yourself: identity-defender.net/protect"
ham,"Remember to turn off the lights before leaving."
spam,"Huge savings on all sports apparel this week! Shop now: sportsapparel-deals.biz/sale"
ham,"I'll call you later this evening."
spam,"Your package has been returned to sender. Track here: return-delivery.org/track"
ham,"Did you remember to feed the fish?"
spam,"Claim your FREE electronics voucher for your next gadget purchase! Click: electronics-vouchers.com/claim"
ham,"The printer is out of ink."
spam,"Win a brand new jetski in our lottery! Enter now: jetski-lottery.xyz/enter"
ham,"I'm planning to go to a concert this weekend."
spam,"Don't miss out on this limited-time offer for a new gaming laptop! Buy now: gaminglaptop-deals.net/offer"
ham,"Can you pick up some fresh eggs from the farm?"
spam,"Your LinkedIn account has been limited. Resolve issue: linkedin-security.info/resolve"
ham,"I'm looking forward to the holidays."
spam,"Congratulations! You've received a special summer bonus of $600! Claim: summer-bonus.com/claim"
ham,"What time should I meet you for dinner?"
spam,"Emergency alert: Your credit card has been compromised. Secure: creditcard-security.org/secure"
ham,"I need to buy some new plants for the garden."
spam,"Get a free estimate for kitchen renovation! Visit: kitchen-renovation.net/quote"
ham,"The kids are playing outside with their friends."
spam,"You have a new message from a nearby stranger! Meet now: nearby-stranger.xyz/meet"
ham,"I'm feeling much better after the walk."
spam,"Act fast! Last chance to claim your prize from our recent competition: competition-winners-2.com/claim"
ham,"What's the plan for tomorrow night?"
spam,"Your online banking account has been temporarily disabled. Re-enable here: banking-disable.info/enable"
ham,"I'll be home by 5 PM."
spam,"Get a free sample of our new baby products! Order: babyproducts-samples.biz/order"
ham,"Did you find your keys?"
spam,"Congratulations! You've won a shopping spree worth $10,000! Redeem: shopping-extravaganza.com/redeem"
ham,"I'm going to bake a pie this afternoon."
spam,"Limited time sale on all winter clothing! Shop now: winterclothing-deals.net/sale"
ham,"Can you help me install this new software?"
spam,"Your internet bill is due. Pay now to avoid late fees: paymyinternet.com/billpay"
ham,"I just booked my next doctor's appointment."
spam,"You have a pending notification from a new review! View: new-review.org/view"
ham,"The new art museum is incredible."
spam,"Win amazing cash prizes! Play our casino slots: casinoslots.xyz/play"
ham,"I'll bring the main course to the dinner party."
spam,"Urgent: Your account is locked. Restore access here: account-locked-2.info/unlock"
ham,"What's the largest country by area?"
spam,"Get your free credit analysis today! No hidden fees. Visit: creditanalysis.com/get"
ham,"I had a dream about being on a spaceship."
spam,"You are pre-qualified for a debt consolidation loan up to $60,000! Apply: debtconsolidation.net/apply"
ham,"Don't forget to water the flowers."
spam,"Your special offer awaits! Click to claim your exclusive bonus: exclusive-bonus-2.com/claim"
ham,"Can we meet up for lunch on Tuesday?"
spam,"Congratulations! You've been approved for a new personal credit line! Activate: personalcreditline-activate.com/activate"
ham,"The train was delayed for an hour."
spam,"Exclusive offer for you! Get a free tax consultation: tax-consult.org/free"
ham,"I'm so excited for the new year!"
spam,"Your device is unprotected! Renew your mobile security subscription: mobilesecurity-renew.net/renew"
ham,"Did you finish updating the spreadsheet?"
spam,"Win a brand new electric scooter! Enter our raffle: electricscooter-raffle.xyz/enter"
ham,"I'll send you the contract details."
spam,"Urgent action required: Your account is expired. Resolve: account-expire.info/resolve"
ham,"What's your favorite color?"
spam,"Limited time deal! Get six for five on all our products: sixbuyfive.com/deals"
